,userID,userName,password,gender,age,department,address,healthState
56,56,hafmblxn,xhtnbh7958,Female,26,CS,61824,Suspicious
57,57,kugmexko,jeeldj6323,Female,20,Accounting,61802,Suspicious
58,58,kcqfkplx,ffdkom4731,Male,19,Accounting,61801,Confirmed
59,59,sbwcsrhb,wzkioq8033,Male,28,STAT,61801,Healthy
60,60,dtrsgnvt,fmsswh545,Male,18,ME,61801,Suspicious
61,61,cyruecyd,dtftoq2170,Male,19,Accounting,61821,Suspicious
62,62,squknspn,fjunds5757,Female,29,ME,61821,Healthy
63,63,gdbmhkjv,abesgm3342,Female,26,Accounting,61825,Healthy
64,64,dwpynlqa,jsofyw3918,Male,21,CS,61820,Suspicious
65,65,zmxptcrf,ljkzoz601,Male,25,ME,61822,Confirmed
66,66,rszxojat,vpched3592,Male,28,CS,61820,Suspicious
67,67,jwukdkxy,xmotoy6128,Male,20,Algricuture,61822,Confirmed
68,68,itiisjct,zmtjbe8867,Female,26,ECE,61821,Confirmed
69,69,gejvxbia,fvbsed3826,Male,22,Literature,61821,Healthy
70,70,bsnbixlj,juscbz9104,Female,22,Literature,61801,Suspicious
71,71,tkecwfjb,ljtmel2408,Male,25,Accounting,61821,Confirmed
72,72,ddlifmcs,ryqyby360,Female,20,Accounting,61824,Suspicious
73,73,nufonfjv,uuxduz4917,Female,24,Literature,61820,Healthy
74,74,qqvcqjis,ntgbyh598,Male,21,Bioengineering,61801,Healthy
75,75,zqqzjcwl,uvsxiz1942,Female,22,Bioengineering,61822,Healthy
76,76,mrkupoao,ksynsp1780,Male,23,Chemical,61825,Healthy
77,77,stikyxuy,swfgxg5441,Male,29,ECE,61801,Healthy
78,78,qfwerrpg,myzoht5374,Female,23,Bioengineering,61820,Confirmed
79,79,vyupjilz,ypfgsd1397,Male,22,ME,61822,Confirmed
80,80,tilkjtuk,tbijmp2059,Female,23,Literature,61802,Healthy
81,81,lvbtltzx,tzlyvw9539,Female,23,Literature,61801,Suspicious
82,82,lbolrvig,cqdgmk6596,Female,24,Algricuture,61801,Healthy
83,83,exwycxko,xtforn9892,Female,21,Algricuture,61801,Suspicious
84,84,sfjkhjid,mpsrmj920,Female,26,CS,61820,Healthy
85,85,uwouptla,evnkib9601,Female,18,CS,61802,Confirmed
86,86,getslprv,kffrsj5439,Male,28,Accounting,61802,Suspicious
87,87,xisafohx,ujdmkz4570,Male,23,STAT,61824,Suspicious
88,88,exfsgklx,tnfggi4946,Male,26,CS,61803,Healthy
89,89,syiuffmt,abozge3392,Male,22,ME,61824,Confirmed
90,90,splgxfvv,rkfcpd3946,Female,27,Chemical,61824,Healthy
91,91,wvjpxczx,cbwxxu1257,Female,24,STAT,61825,Suspicious
92,92,ovxhwgrp,adjhve894,Female,20,Bioengineering,61802,Suspicious
93,93,twpegmqf,zrsvbl4043,Male,28,STAT,61824,Suspicious
94,94,srlnjbvb,mrwzkl4302,Female,24,ECE,61822,Confirmed
95,95,wbkbhayg,qomibh3213,Female,24,Literature,61825,Healthy
96,96,wmhhrhqb,llzpzt6343,Male,23,Algricuture,61825,Suspicious
97,97,khayzxli,tymfqh9886,Female,19,Algricuture,61802,Suspicious
98,98,wdymfqla,tygvki5258,Female,20,Algricuture,61825,Healthy
99,99,heoybcdd,fdjejt6574,Female,18,Literature,61822,Healthy
100,100,sagzlfsw,yguypd4689,Female,19,ECE,61821,Healthy
101,101,jybuooft,wazmho4335,Female,27,Bioengineering,61803,Confirmed
102,102,bgccdkoj,xyaeks7528,Male,27,STAT,61801,Healthy
103,103,lqxhglfj,wptcns3016,Male,26,Chemical,61820,Suspicious
104,104,peaijtpb,vuxyqr9746,Male,18,CS,61820,Healthy
105,105,cnfotkvt,gacpvi9526,Male,19,Accounting,61803,Healthy
106,106,nmhnypzg,zjrgpa7590,Female,26,Algricuture,61803,Suspicious
107,107,oninjbgn,byoiki2479,Female,22,CS,61824,Suspicious
108,108,gobxvzar,bnxblk8219,Male,21,Accounting,61802,Suspicious
109,109,fehuhbzu,evoqad790,Female,24,Accounting,61825,Confirmed
110,110,cfnybcqs,dmeajc3135,Male,27,ME,61820,Confirmed
111,111,puplufvo,hnlgty9853,Female,26,Algricuture,61803,Suspicious
112,112,tijmtdtg,niqgyl1390,Male,26,ECE,61803,Confirmed
113,113,oqsiswrs,ucpynz718,Male,29,ECE,61821,Healthy
114,114,xqorfulo,tmewcl1690,Female,28,ME,61821,Healthy
115,115,eoulfjcu,datvxd1305,Female,23,Bioengineering,61822,Confirmed
116,116,wrmfoeyd,fvyhrs2742,Male,22,Accounting,61803,Healthy
117,117,htifiypo,oegolq2182,Male,24,ECE,61821,Suspicious
118,118,bmlxpwvg,ihlepu1760,Female,27,Literature,61825,Suspicious
119,119,vqtcchfq,vywqju3047,Female,20,CS,61803,Healthy
120,120,mnmzfzdg,kgbwyq7706,Female,18,CS,61822,Suspicious
121,121,jyianoec,jcteld8070,Female,26,ME,61824,Suspicious
122,122,xscikana,cbeepc969,Male,24,Bioengineering,61824,Healthy
123,123,xbtkqwas,jviyat1446,Male,29,Algricuture,61824,Healthy
124,124,vbalkewk,uhzkua9341,Female,24,Chemical,61801,Confirmed
125,125,gfncdrhe,iohdbn4322,Female,29,CS,61801,Suspicious
126,126,otdegvig,niyqvy2658,Female,21,STAT,61802,Healthy
127,127,qvdikvdp,vwqfxq1510,Male,21,Chemical,61825,Confirmed
128,128,jweccpzw,gdplnf9974,Female,20,ECE,61821,Healthy
129,129,wpcbmbfn,gyqkgl8474,Female,20,Literature,61820,Suspicious
130,130,zbmqfcxt,ctiobt7714,Female,18,CS,61803,Confirmed
131,131,fvpnkctf,oerbhv2287,Female,21,Algricuture,61803,Healthy
132,132,gqosxixz,jnpijd7089,Female,29,Literature,61803,Healthy
133,133,goxbddwy,ruszym8601,Male,24,Literature,61802,Confirmed
134,134,ezuigbvo,kbotfv2185,Male,18,Accounting,61803,Confirmed
135,135,gihllfbm,uuoloc6471,Male,25,ME,61824,Healthy
136,136,cynqxrgs,ywuzjm1605,Male,25,Chemical,61821,Suspicious
137,137,hsrjqfjb,cibvhy9186,Male,22,Bioengineering,61802,Healthy
138,138,bsxfnssv,rsucis2071,Female,18,ECE,61820,Confirmed
139,139,kqaxftbg,hgmboo4667,Male,24,Chemical,61820,Confirmed
140,140,scbipdkh,eyoseb4602,Male,18,Bioengineering,61803,Suspicious
141,141,vpuolfsj,dnhozs3766,Female,22,Bioengineering,61820,Confirmed
142,142,mtsckdej,emwudi4593,Female,20,Chemical,61824,Suspicious
143,143,dharawvj,fsiidn9271,Male,29,Chemical,61821,Healthy
144,144,azotiykv,lcudik9814,Female,22,STAT,61822,Suspicious
145,145,obqlnanx,fiusso8344,Female,26,Chemical,61822,Confirmed
146,146,dfxviezi,xcnhdz2065,Male,28,CS,61822,Suspicious
147,147,fisammmq,jvumaq5101,Female,23,ME,61820,Suspicious
148,148,qnpcqiev,kztvhp9120,Female,20,Bioengineering,61803,Confirmed
149,149,hncezbwj,ggnxpy7603,Male,21,Accounting,61802,Confirmed
150,150,uetlwxgk,jftgtd3313,Female,29,Literature,61825,Confirmed
151,151,njhidxcu,qdduvv1028,Female,18,Accounting,61822,Suspicious
152,152,ceypgduj,wyqole6269,Female,22,Chemical,61802,Confirmed
153,153,eooegosx,maojfi4255,Female,25,ME,61822,Confirmed
154,154,pvxbsdea,fapvyn6857,Female,20,Bioengineering,61820,Healthy
155,155,sqighvfr,aszcof3338,Female,28,Chemical,61802,Suspicious
156,156,wrmqpiic,fbtgwi7278,Male,29,Algricuture,61822,Confirmed
157,157,ddpqllor,tgewif3520,Female,25,Literature,61822,Suspicious
158,158,jwwchsag,ztphom6963,Female,27,ME,61822,Healthy
159,159,kvscqumt,zhprkf6499,Male,24,ECE,61802,Suspicious
160,160,envbhwep,uhepwl4053,Female,29,STAT,61824,Suspicious
161,161,jiedclzm,mpijez8121,Male,18,Bioengineering,61821,Confirmed
162,162,tdwqoick,disduh3676,Female,28,Algricuture,61802,Confirmed
163,163,xpwsmoyw,konvyo7080,Female,25,CS,61824,Healthy
164,164,dyjxqqra,txkczs3153,Male,18,Accounting,61822,Confirmed
165,165,ktkpbflk,keqjld2810,Female,27,ECE,61803,Healthy
166,166,mhxilcef,qvrnco5619,Male,24,Bioengineering,61825,Suspicious
167,167,vyobpwwg,jdbxys903,Female,24,Chemical,61822,Confirmed
168,168,odvwfvww,xlxtqj8573,Female,21,CS,61802,Confirmed
169,169,dqyfoxhv,moedih4722,Male,26,Literature,61802,Suspicious
170,170,lpdwnzko,rstans6432,Male,21,Algricuture,61824,Confirmed
171,171,qirebeux,zzbgvu5070,Female,20,Accounting,61825,Confirmed
172,172,iutebjnz,zqbysl8973,Male,21,CS,61825,Suspicious
173,173,ehtyksao,becfab5311,Female,20,Literature,61802,Healthy
174,174,ownljjdx,ldgcti7416,Male,18,ECE,61821,Confirmed
175,175,idbkvloa,hlwuij8968,Female,18,Chemical,61801,Suspicious
176,176,aioamnel,vsptvf2330,Female,27,ECE,61803,Confirmed
177,177,pnjrzgtk,giwmvi5457,Female,22,Bioengineering,61820,Suspicious
178,178,dwpukssv,midkih5685,Female,26,Accounting,61821,Confirmed
179,179,hcbccusf,exahib5979,Female,29,Literature,61802,Healthy
180,180,sppfsszi,egfnir8821,Female,21,Chemical,61824,Confirmed
181,181,cbjgumcc,wftovw4223,Male,28,Chemical,61820,Healthy
182,182,ylrthtuz,rtwfmt8921,Male,26,Bioengineering,61802,Suspicious
183,183,nrtixlqs,dxfgkx6915,Female,24,ME,61821,Healthy
184,184,icnldwjd,dmqott9996,Male,24,ECE,61821,Confirmed
185,185,cikhguek,mfwbhj2476,Female,19,Algricuture,61803,Healthy
186,186,jwucltsj,zqblrk7960,Male,28,STAT,61821,Healthy
187,187,faxpqain,pnherz6375,Female,19,Chemical,61824,Healthy
188,188,iobbotik,bhhylp4554,Male,18,Accounting,61821,Healthy
189,189,cyaopupq,cbqndk9583,Female,29,Bioengineering,61822,Confirmed
190,190,tmsnvskt,cbmgxs9432,Male,25,Bioengineering,61824,Suspicious
191,191,ajyatucn,hbcmcq518,Female,29,Chemical,61801,Healthy
192,192,bdcdjdtj,hujadj7934,Male,18,Literature,61821,Confirmed
193,193,vaosecwx,mpnjym4017,Male,21,CS,61802,Healthy
194,194,anhlhvjr,kiimsx1136,Male,22,Bioengineering,61803,Suspicious
195,195,ulilzkoe,sumiyj5493,Male,18,ECE,61820,Confirmed
196,196,guvkcgxp,mnicli6105,Male,23,Chemical,61821,Healthy
197,197,gkvjkcjy,uhcvww7245,Female,23,Bioengineering,61822,Confirmed
198,198,hvczoilc,zvikon330,Female,27,Literature,61825,Healthy
199,199,ueofdrgc,ojwieq3036,Male,29,ECE,61802,Confirmed
200,200,krwyvrrz,ejbcfa2813,Male,18,ME,61824,Suspicious
201,201,ovukqgng,gpbtdm5508,Male,18,Chemical,61822,Suspicious
202,202,tagzahyr,nkjfis4395,Male,24,CS,61822,Healthy
203,203,tiebgdzd,wnrnky9716,Female,22,STAT,61821,Suspicious
204,204,iwwcytmz,awlpei5142,Female,28,Accounting,61820,Confirmed
205,205,tvijozje,ktqdry5594,Female,20,Chemical,61825,Suspicious
206,206,fhcwddmp,sinkcu7639,Male,25,ME,61820,Healthy
207,207,kaaudxjm,yjfdvs4027,Male,22,Literature,61824,Healthy
208,208,wmdqvqki,tezhla9295,Male,27,CS,61803,Confirmed
209,209,pbkbjvsi,nrpbtd2012,Male,18,ECE,61821,Suspicious
210,210,svxadhpi,yjkaul4635,Male,26,Algricuture,61825,Confirmed
211,211,vkejjtck,qaadlk4534,Female,20,Literature,61803,Healthy
212,212,gruwmfsi,ndlhfs4415,Male,27,Literature,61824,Suspicious
213,213,jpzprukl,nrexpj4474,Male,24,ECE,61820,Healthy
214,214,vccdroww,goqnat2652,Female,18,Bioengineering,61822,Healthy
215,215,xygjovdv,jjmqui356,Male,27,ECE,61822,Suspicious
216,216,oxwsfoov,jurbix3739,Male,18,Chemical,61824,Healthy
217,217,mwqembim,oaxcms8098,Male,27,Algricuture,61824,Healthy
218,218,nnubzqkg,jursrm7398,Female,18,Accounting,61822,Suspicious
219,219,xgwhzzki,bvrqge759,Male,18,ME,61825,Confirmed
220,220,oagcaejz,kudjae3573,Female,25,ECE,61803,Suspicious
221,221,uakvdkzw,lakeiy2717,Female,27,Accounting,61822,Confirmed
222,222,tusxytrn,vodfom3486,Female,27,Accounting,61802,Suspicious
223,223,lnsplgrk,yzmllr8456,Female,27,ME,61822,Healthy
224,224,amdlnplk,jeradm4819,Female,29,Accounting,61822,Confirmed
225,225,cmbumxkr,ehmuhr5937,Female,23,Bioengineering,61822,Suspicious
226,226,jnakmhxy,nulnut5886,Male,27,Literature,61803,Healthy
227,227,izmhoejs,wiviyj502,Male,25,ME,61801,Healthy
228,228,dymcbpup,fevunv9321,Male,21,Bioengineering,61803,Suspicious
229,229,ygzffzzv,ypogvy1971,Female,26,CS,61821,Suspicious
230,230,iiirxiez,xjxzat2877,Male,27,Algricuture,61803,Healthy
231,231,tljajaio,yfpnkp7263,Male,22,STAT,61822,Confirmed
232,232,drbwovuy,pwfhpl4853,Female,29,CS,61822,Healthy
233,233,xhcuhcef,gcijhk46,Female,26,Literature,61824,Confirmed
234,234,rylqfhtw,cqayfr9349,Male,27,Chemical,61803,Suspicious
235,235,prjrskpr,tpoifg2835,Male,21,CS,61824,Confirmed
236,236,hdpszzyx,mzcyiu4020,Female,23,Algricuture,61820,Suspicious
237,237,grqwctmt,nkrcgn3385,Female,25,CS,61820,Healthy
238,238,bldvxofw,qsvitu4193,Female,27,Bioengineering,61824,Suspicious
239,239,mqzlpcqm,ebdfbs4360,Male,18,Accounting,61801,Confirmed
240,240,bbzoaamt,knkrlm1089,Male,21,CS,61803,Suspicious
241,241,hmalupom,gtzggi4370,Female,21,Algricuture,61822,Suspicious
242,242,cejbhicg,wxszbh1455,Female,22,Algricuture,61824,Suspicious
243,243,kcfrmanm,yuuwhu602,Female,21,STAT,61801,Suspicious
244,244,cbwdvdoj,uqvgcq2129,Female,18,Bioengineering,61821,Healthy
245,245,uwkiorlo,yndivy5506,Female,25,STAT,61824,Suspicious
246,246,tpchtpxf,gqvmrz1844,Male,21,Algricuture,61801,Confirmed
247,247,bqsytmzh,upnbim938,Male,25,Bioengineering,61803,Healthy
248,248,ehwilmqy,iujdbe2872,Female,29,CS,61801,Confirmed
249,249,ouafoyaz,bukara2031,Male,27,Algricuture,61820,Confirmed
250,250,anspwkly,bubnne9407,Female,26,Algricuture,61821,Healthy
251,251,dsjpedzf,zsxwey5685,Female,24,ME,61802,Healthy
252,252,fxizdnuy,tserjg3291,Male,19,Literature,61825,Confirmed
253,253,xyrvyvok,jqusso819,Female,21,ECE,61820,Healthy
254,254,ljscpatg,rgtriz8600,Male,23,Chemical,61822,Suspicious
255,255,osqgetbj,ykinqr5021,Female,25,ECE,61803,Confirmed
256,256,offvdpxv,vjfdna3361,Male,24,Accounting,61824,Suspicious
257,257,asmhtxud,nehmve3200,Male,20,Chemical,61803,Confirmed
258,258,butxnenp,qzsmpr2547,Male,24,Bioengineering,61822,Confirmed
259,259,fgmboxiz,skkcjv9726,Male,28,Accounting,61802,Confirmed
260,260,vzxehdep,oqtvlm3491,Female,20,STAT,61802,Confirmed
261,261,sjmmfogb,wdzokn9358,Male,29,STAT,61820,Confirmed
262,262,mdvunbow,whzvbi6424,Male,22,Literature,61820,Suspicious
263,263,lqrgdrpy,jfmynf6793,Male,25,Bioengineering,61802,Healthy
264,264,cixpoocx,htjbek1916,Male,24,Accounting,61821,Confirmed
265,265,rvibafyk,ofmmhl5165,Female,26,CS,61824,Confirmed
266,266,kbtahukm,wkrxxg8970,Male,19,Chemical,61803,Healthy
267,267,kyarzwbh,yzwnjw2395,Male,26,Literature,61825,Suspicious
268,268,vpsymayl,uhbbfw552,Female,28,Accounting,61825,Confirmed
269,269,rppojdfw,lotnkl9185,Female,20,Literature,61802,Healthy
270,270,pbldmwdb,winjob144,Female,20,Chemical,61802,Confirmed
271,271,opmamakw,ynnnaq7160,Male,18,ECE,61822,Confirmed
272,272,nfaifpzn,vjhadt6852,Male,19,Literature,61820,Suspicious
273,273,cmishzgz,efhiiw8737,Male,18,Algricuture,61822,Confirmed
274,274,xzmfphjv,oaoago693,Male,22,Algricuture,61822,Healthy
275,275,kahbzaak,gaqmti8663,Male,20,Bioengineering,61822,Confirmed
276,276,qrgxcyap,uabara153,Female,23,ECE,61802,Healthy
277,277,atlavfdl,xjdtxc9674,Female,22,Accounting,61822,Confirmed
278,278,xdkabwqr,mpnyra4966,Female,19,Algricuture,61802,Healthy
279,279,opayufuo,jtuwla4571,Male,22,Literature,61803,Healthy
280,280,vahzucsp,vnhbqo2111,Female,22,Bioengineering,61802,Healthy
281,281,gfaifuut,fazxzu313,Female,24,CS,61820,Confirmed
282,282,srtupjjs,zehphc9271,Female,19,Literature,61803,Suspicious
283,283,hsdkwgjk,hhpaeq8932,Female,24,ECE,61821,Suspicious
284,284,xymlckpe,qfqkcz7787,Male,26,STAT,61824,Healthy
285,285,efqcpkby,cwuwqo7172,Female,21,Chemical,61825,Healthy
286,286,tzxgwrjd,yatmwd7142,Female,20,STAT,61801,Healthy
287,287,iyaxgtyj,ihlzfk8424,Male,29,Accounting,61821,Suspicious
288,288,enlgkhet,kfszxs2386,Male,24,STAT,61803,Healthy
289,289,vcagxohp,rldymz4209,Female,28,STAT,61801,Healthy
290,290,tabsdzre,psivmv7127,Female,29,STAT,61824,Confirmed
291,291,ielvacgv,vzdlwa4044,Female,24,Chemical,61825,Suspicious
292,292,flqjurav,gkyxpp6037,Male,24,ECE,61803,Confirmed
293,293,kpgagamd,symijb7769,Female,19,ME,61803,Healthy
294,294,jcukjpam,hjobys7181,Female,26,Accounting,61803,Healthy
295,295,yuurrpez,ascbiy8858,Male,21,STAT,61824,Healthy
296,296,ebcbntss,ahjkzr6973,Female,29,Literature,61820,Healthy
297,297,nkjskoqt,daflzk4382,Male,21,ME,61820,Suspicious
298,298,tbcqqqhf,zndpkj1365,Male,25,Chemical,61820,Suspicious
299,299,qkebuvdy,mqdhmq9368,Female,20,Algricuture,61821,Confirmed
300,300,viirpgbs,sueule6360,Male,26,Algricuture,61803,Suspicious
301,301,qipoaahz,cqdhvi2122,Female,23,Literature,61803,Healthy
302,302,ejmuvdas,isenui9464,Male,26,Chemical,61820,Suspicious
303,303,osvlqvgv,axfdpp3100,Male,20,ME,61821,Suspicious
304,304,wfpefxvy,picxfb2666,Male,21,Chemical,61803,Confirmed
305,305,zztyppus,kwbvza3607,Male,28,Accounting,61801,Confirmed
306,306,xfqoxdxq,cvongj4224,Female,19,CS,61821,Healthy
307,307,amfmidjy,uxiwss362,Male,25,ECE,61824,Healthy
308,308,aopdcobg,fhvmmz5596,Female,21,Literature,61825,Confirmed
309,309,svxoplyf,ohzgts4835,Male,20,Algricuture,61803,Suspicious
310,310,omajlzds,sbgtxu2023,Female,21,STAT,61802,Confirmed
311,311,vqzmswal,rypqzq7334,Male,23,ECE,61824,Confirmed
312,312,qfnireha,ifdwim2254,Male,21,Bioengineering,61802,Suspicious
313,313,ozajpjir,stvomt906,Male,27,Algricuture,61803,Suspicious
314,314,cxkiasgg,fjzfcr1616,Female,29,ECE,61802,Healthy
315,315,owalckoc,yvfmeo4497,Male,19,ECE,61824,Suspicious
316,316,pgarohik,lmcryf5127,Male,18,Bioengineering,61824,Confirmed
317,317,zezjfglf,ftfond1753,Female,26,Bioengineering,61801,Healthy
318,318,idnaqrss,igqwgk2238,Male,21,Bioengineering,61802,Confirmed
319,319,kwcgcywy,zjthvj362,Female,18,STAT,61821,Healthy
320,320,wnxfszsj,kyucdz5812,Female,29,Chemical,61824,Healthy
321,321,skaorhux,slxfjy9236,Male,29,ECE,61821,Healthy
322,322,lpdlouyh,lnrzvg2601,Male,18,Bioengineering,61801,Healthy
323,323,cflnahjx,xmapzi9139,Female,23,ECE,61825,Suspicious
324,324,nyfwwaur,pbcplg7297,Male,22,ECE,61802,Confirmed
325,325,uiomrucq,fbgvpy8898,Female,28,Accounting,61801,Suspicious
326,326,seajkykv,cuduzx3024,Female,29,STAT,61822,Confirmed
327,327,fhdmojnc,gliaxw8588,Female,26,Bioengineering,61822,Confirmed
328,328,lwexfxtp,dfoaix3434,Female,18,Accounting,61825,Healthy
329,329,adztjymu,unevdr8103,Female,19,Accounting,61825,Confirmed
330,330,stguolpz,bucqtb4656,Male,18,Chemical,61801,Confirmed
331,331,esrfvkid,miokhh101,Female,21,Literature,61803,Suspicious
332,332,rrkghtfk,kxypzs2811,Female,28,ECE,61803,Suspicious
333,333,mawdtfwb,uopjvf921,Female,25,ME,61820,Confirmed
334,334,wpwmnfox,butrlk3643,Male,28,Chemical,61801,Suspicious
335,335,fajkalut,jbktoe3972,Female,22,STAT,61824,Suspicious
336,336,nftajwac,wnvhpj3665,Male,27,Literature,61822,Healthy
337,337,ugulroxt,kyqzhz9533,Female,25,CS,61822,Suspicious
338,338,wydtrzpj,xynzkw2015,Male,26,Algricuture,61822,Suspicious
339,339,xpicmzqa,rqrtcx5962,Female,20,ME,61801,Suspicious
340,340,wbuswune,jpjxpp6126,Female,28,ME,61825,Suspicious
341,341,qnajeoll,ppvqyi9464,Female,22,Algricuture,61821,Suspicious
342,342,mlychkpm,ttlvph6539,Female,19,Chemical,61824,Confirmed
343,343,wrnpjkhx,blbosm1238,Female,24,Algricuture,61821,Confirmed
344,344,szyshyfg,mzcgla2855,Male,20,Accounting,61825,Confirmed
345,345,khszjcei,ndbvzc9764,Male,21,Accounting,61802,Confirmed
346,346,nypgpssg,ohtafy6508,Male,18,Algricuture,61821,Confirmed
347,347,wskfvrza,hsxida3155,Female,24,Literature,61822,Suspicious
348,348,jdnztkbo,ragbxn1054,Female,29,Bioengineering,61824,Healthy
349,349,upvfukye,xpcaci3344,Female,29,STAT,61803,Healthy
350,350,tnsmpalo,lpunjx8103,Female,18,Bioengineering,61821,Suspicious
351,351,hetzdlen,uzdypu6472,Male,24,Algricuture,61820,Confirmed
352,352,stbwujiv,npehna8346,Female,25,Literature,61822,Suspicious
353,353,inlfpius,efsbyz2689,Male,29,ME,61802,Healthy
354,354,vtqstuhs,ovliso9572,Female,22,Chemical,61822,Confirmed
355,355,cewwqxcv,siazfa6765,Male,22,STAT,61824,Confirmed
356,356,rdcofhwa,cvecnm1871,Female,22,STAT,61824,Confirmed
357,357,bjnbussy,kfcesw3637,Female,29,Accounting,61825,Suspicious
358,358,hnirwfai,okgtwa5298,Male,22,STAT,61820,Healthy
359,359,wmgkzpml,hhstqj6039,Male,27,Accounting,61822,Suspicious
360,360,mwfawefe,ecmadt4767,Male,23,Accounting,61824,Healthy
361,361,ahmcgiut,roropm7089,Female,21,CS,61821,Healthy
362,362,ovqildqe,jswtrp4509,Male,19,Chemical,61803,Healthy
363,363,ximzetpe,oxenfv174,Female,26,Algricuture,61820,Healthy
364,364,tvsmpxqn,zekbuy695,Female,23,ME,61824,Suspicious
365,365,qvzskxbe,gdymbk5953,Female,23,Chemical,61820,Suspicious
366,366,amqcnfot,xeyvoc5789,Male,25,CS,61822,Suspicious
367,367,rebutkzd,jcdnkc3458,Male,19,CS,61822,Suspicious
368,368,swonomvk,bltpxa3836,Female,18,Bioengineering,61803,Healthy
369,369,itvzpwqt,pxobnw826,Male,18,ECE,61822,Healthy
370,370,swhqzwcj,aopchh7323,Male,22,Bioengineering,61803,Confirmed
371,371,wqcxdzxy,kkvwqe7848,Male,19,Accounting,61820,Confirmed
